video_id,title,published_at,fetched_at,view_count,like_count,comment_count,duration,duration_seconds,has_shorts_hashtag,is_short,is_live_broadcast,live_broadcast_status,description,thumbnail_url,video_url
WK6JkEmwYck,Reol 4th Full Album “美辞学”1.21 Release終.‘美辞目録’#Reol #美辞学 #美辞目録,2026-01-31 03:00:39+00:00,2026-03-05T01:55:19.935745,24060,901,4,PT12S,12,False,True,False,none,,https://i.ytimg.com/vi/WK6JkEmwYck/default.jpg,https://www.youtube.com/watch?v=WK6JkEmwYck
UYLKoppNWmc,Reol 4th Full Album “美辞学”1.21 ReleaseM.10 ‘RE RESCUE’#Reol #美辞学 #RERESCUE,2026-01-30 03:00:34+00:00,2026-03-05T01:55:19.935756,17195,744,5,PT11S,11,False,True,False,none,,https://i.ytimg.com/vi/UYLKoppNWmc/default.jpg,https://www.youtube.com/watch?v=UYLKoppNWmc
xMSb8ApDZYg,Reol 4th Full Album “美辞学”1.21 ReleaseM.09 ‘-閑話-’#Reol #美辞学 #閑話,2026-01-29 03:01:08+00:00,2026-03-05T01:55:19.935765,13997,603,3,PT9S,9,False,True,False,none,,https://i.ytimg.com/vi/xMSb8ApDZYg/default.jpg,https://www.youtube.com/watch?v=xMSb8ApDZYg
4XIR8wEUt80,Reol 4th Full Album “美辞学”1.21 ReleaseM.08 ‘二等星’#Reol #美辞学 #二等星,2026-01-28 03:00:12+00:00,2026-03-05T01:55:19.935774,21062,636,5,PT9S,9,False,True,False,none,,https://i.ytimg.com/vi/4XIR8wEUt80/default.jpg,https://www.youtube.com/watch?v=4XIR8wEUt80
iFnkcMLEpyY,Reol 4th Full Album “美辞学”1.21 ReleaseM.07 ‘SHINOBI’#Reol #美辞学 #SHINOBI,2026-01-27 03:00:54+00:00,2026-03-05T01:55:19.935785,23266,771,8,PT11S,11,False,True,False,none,,https://i.ytimg.com/vi/iFnkcMLEpyY/default.jpg,https://www.youtube.com/watch?v=iFnkcMLEpyY
vjWpCtDEpp4,Reol 4th Full Album “美辞学”1.21 ReleaseM.06 ‘ULTRA C feat. nqrse’,2026-01-26 03:01:06+00:00,2026-03-05T01:55:19.935794,24696,1094,6,PT10S,10,False,True,False,none,,https://i.ytimg.com/vi/vjWpCtDEpp4/default.jpg,https://www.youtube.com/watch?v=vjWpCtDEpp4
HAmx69YlEWk,Reol 4th Full Album “美辞学”1.21 ReleaseM.05 ‘ディア’#Reol #美辞学 #ディア,2026-01-25 03:00:17+00:00,2026-03-05T01:55:19.935803,18397,792,4,PT13S,13,False,True,False,none,,https://i.ytimg.com/vi/HAmx69YlEWk/default.jpg,https://www.youtube.com/watch?v=HAmx69YlEWk
_NSe5PoMVaY,ピースピースピース✌#Reol #LiSA #DEADCENTER,2026-01-24 09:00:49+00:00,2026-03-05T01:55:19.935812,20368,1594,24,PT34S,34,False,True,False,none,,https://i.ytimg.com/vi/_NSe5PoMVaY/default.jpg,https://www.youtube.com/watch?v=_NSe5PoMVaY
q3GJ_2mn31I,Reol 4th Full Album “美辞学”1.21 ReleaseM.04 ‘DEAD CENTER’#Reol #美辞学 #DEADCENTER,2026-01-24 03:00:58+00:00,2026-03-05T01:55:19.935825,19736,675,4,PT16S,16,False,True,False,none,,https://i.ytimg.com/vi/q3GJ_2mn31I/default.jpg,https://www.youtube.com/watch?v=q3GJ_2mn31I
y21y59YN_Zk,Reol 4th Full Album “美辞学”1.21 ReleaseM.03 ‘感情御中’#Reol #美辞学 #感情御中,2026-01-23 03:01:09+00:00,2026-03-05T01:55:19.935837,14820,464,3,PT11S,11,False,True,False,none,,https://i.ytimg.com/vi/y21y59YN_Zk/default.jpg,https://www.youtube.com/watch?v=y21y59YN_Zk
wFPx7spRRiQ,Reol 4th Full Album “美辞学”1.21 ReleaseM.02 ‘おとめの肖像’ #reol #美辞学 #おとめの肖像,2026-01-22 09:01:27+00:00,2026-03-05T01:55:19.935846,21848,517,2,PT10S,10,False,True,False,none,,https://i.ytimg.com/vi/wFPx7spRRiQ/default.jpg,https://www.youtube.com/watch?v=wFPx7spRRiQ
d7ZVn0r5XWI,伏線は多い方が傑作になるの #Reol  #れをる #LiSA #DEADCENTER #美辞学 #jpop #オリジナル曲,2026-01-22 03:00:43+00:00,2026-03-05T01:55:19.935857,111281,2173,17,PT24S,24,False,True,False,none,,https://i.ytimg.com/vi/d7ZVn0r5XWI/default.jpg,https://www.youtube.com/watch?v=d7ZVn0r5XWI
7fGgdWyduAk,葛藤も失態も展開だよ #Reol  #れをる #LiSA #DEADCENTER #美辞学 #jpop #オリジナル曲,2026-01-22 02:00:15+00:00,2026-03-05T01:55:19.935866,226778,4560,31,PT21S,21,False,True,False,none,,https://i.ytimg.com/vi/7fGgdWyduAk/default.jpg,https://www.youtube.com/watch?v=7fGgdWyduAk
JVa5gN_vh4I,僕らは高貴なセヴンスターズ #Reol  #れをる #LiSA #DEADCENTER #美辞学 #jpop #オリジナル曲,2026-01-22 01:00:33+00:00,2026-03-05T01:55:19.935876,113289,1822,7,PT22S,22,False,True,False,none,,https://i.ytimg.com/vi/JVa5gN_vh4I/default.jpg,https://www.youtube.com/watch?v=JVa5gN_vh4I
WtVMdAwO8Y8,誰がなんと言おうとあがる壇上 #Reol  #れをる #LiSA #DEADCENTER #美辞学 #jpop #オリジナル曲,2026-01-21 15:01:05+00:00,2026-03-05T01:55:19.935885,136721,2486,10,PT17S,17,False,True,False,none,,https://i.ytimg.com/vi/WtVMdAwO8Y8/default.jpg,https://www.youtube.com/watch?v=WtVMdAwO8Y8
gPMKcJLQx0A,踊り明かせよ　衝撃を超えて #Reol  #れをる #LiSA #DEADCENTER #美辞学 #jpop #オリジナル曲,2026-01-21 12:31:03+00:00,2026-03-05T01:55:19.935894,98475,1999,5,PT24S,24,False,True,False,none,,https://i.ytimg.com/vi/gPMKcJLQx0A/default.jpg,https://www.youtube.com/watch?v=gPMKcJLQx0A
D5NkKeZomZ0,Reol New Album「美辞学」リリース記念生放送　2026.1.21(wed)20:00〜,2026-01-21 12:16:44+00:00,2026-03-05T01:55:19.935907,15476,854,20,PT50M23S,3023,False,False,False,none,"Reol - 'DEAD CENTER feat. LiSA' Music Video 1.21(Wed)21:00プレミア公開
https://youtu.be/YibWxud5fRs

【Release Info】
Reol「美辞学」2026年1月21日(水)発売
特設サイト: https://reol.jp/feature/bijigaku#ancAlbum
予約リンク: https://Reol.lnk.to/Rhetorica_CD
【完全限定生産（CD+ GOODS）】￥11,000＋税※ファンクラブ会員限定盤
【初回限定盤A（CD+Blu-ray】￥7,000＋税
【初回限定盤B（CD+DVD】 ￥6,300＋税
【通常盤（CD）】￥3,300＋税",https://i.ytimg.com/vi/D5NkKeZomZ0/default.jpg,https://www.youtube.com/watch?v=D5NkKeZomZ0
CvTQRoldZM0,Reol - 'DEAD CENTER feat. LiSA' Music Video OUT NOW　#Reol#LiSA#DEADCENTER#Reol美辞学,2026-01-21 12:08:01+00:00,2026-03-05T01:55:19.935917,17941,1079,10,PT31S,31,False,True,False,none,,https://i.ytimg.com/vi/CvTQRoldZM0/default.jpg,https://www.youtube.com/watch?v=CvTQRoldZM0
YibWxud5fRs,Reol - 'DEAD CENTER feat. LiSA' Music Video,2026-01-21 12:00:06+00:00,2026-03-05T01:55:19.935947,1488606,21727,607,PT3M32S,212,False,False,False,none,"■Reol - New Album '美辞学 - Rhetorica' 1.21 OUT
https://reol.lnk.to/Rhetorica

【Release Info】
Reol「美辞学」2026年1月21日(水)発売
特設サイト: https://reol.jp/feature/bijigaku#ancAlbum
購入リンク: https://Reol.lnk.to/Rhetorica_CD
【完全限定生産（CD+ GOODS）】￥11,000＋税※ファンクラブ会員限定盤
【初回限定盤A（CD+Blu-ray】￥7,000＋税
【初回限定盤B（CD+DVD】 ￥6,300＋税
【通常盤（CD）】￥3,300＋税

＜CD＞
一、うつくしじごく
Sound Produced by MONJOE

二、おとめの肖像
Sound Produced by Shin Sakiura

三、感情御中
Sound Produced by ツミキ

四、DEAD CENTER feat. LiSA
Sound Produced by Giga

五、ディア
Sound Produced by Giga

六、ULTRA C feat. nqrse
Sound Produced by TeddyLoid, Giga

七、SHINOBI
Sound Produced by 堀江晶太

八、二等星
Sound Produced by ぬゆり

九、-閑話- 
Sound Produced by KOTONOHOUSE

十、RE RESCUE
Sound Produced by KOTONOHOUSE

終、美辞目録
Sound Produced by 椎乃味醂

＜Blu-ray, DVD＞
Reol Oneman Live 2025 カルチュア・カリキュラム at Zepp DiverCity(TOKYO)

＜GOODS（初回限定盤のみ）＞
オリジナルステッカー3種

＜GOODS（完全限定生産盤のみ）＞
オリジナルジャージ　※L Size Only

＜全形態共通特典＞
特典としてアルバム全形態にシリアル封入(用途に関しては後日詳細発表)

＜店舗別予約特典＞
楽天ブックス: オリジナルアクリルキーホルダー
セブンネットショッピング: 手ぬぐい
Amazon.co.jp: メガジャケ
Reol応援店：オリジナルステッカー

※特典は数に限りがありますので、無くなり次第終了となります。あらかじめご了承ください。
※上記店舗以外での特典配布はございません。
※Reol応援店対象店舗は追ってご案内いたします。
※各オンラインショップに関して、カートが公開されるまでに時間がかかる場合がございます。
※Amazon.co.jp、その他一部オンラインショップでは”特典対象商品ページ”と ”特典非対象商品ページ”がございます。
ご予約の際にご希望される商品ページかをご確認いただいてからご予約いただきますよう、お願い申し上げます。

【Live Info】
「Reol Oneman Live 2026 “美辞学”」
Reol Oneman Live 2026 “美辞学”リンク : https://reol.jp/feature/bijigaku 
3/14 (sat)　栃木・HEAVEN'S ROCK UTSUNOMIYA VJ-2
3/20 (fri)　徳島・club GRINDHOUSE
3/22 (sun)　山口・周南RISING HALL
3/28 (sat)　神戸・Harbor Studio
4/4 (sat)　三重・松阪M'AXA
4/11 (sat)　青森・Quarter
4/18 (sat)　長崎・DRUM Be-7
4/19 (sun)　熊本B.9 V1
4/29 (wed)　沖縄・桜坂セントラル
5/9 (sat)　旭川・CASINO DRIVE
5/10 (sun)　札幌・PENNY LANE 24
5/16 (sat)　横浜・YOKOHAMA BayHall
5/23 (sat)　長野・NAGANO CLUB JUNK BOX
5/24 (sun)　新潟・新潟LOTS 
5/30 (sat)　京都・KYOTO FANJ
5/31 (sun)　岐阜・Club-G
6/12 (fri)　宮城・トークネットホール仙台
6/19 (fri)　大阪・オリックス劇場
6/27 (sat)　福岡・福岡国際会議場メインホール
7/4 (sat)　愛知・岡谷鋼機名古屋公会堂
7/10 (fri)　東京・LINE CUBE SHIBUYA

■About Reol
歌手・作曲家・作詞家・音楽プロデューサー、Reol。
2018 年よりソロでのリリースを開始し、2019 年にはYouTube のチャンネル登録者数が日本人
女性ソロアーティスト史上初の100 万人を突破。
YouTube FanFest Japan 2019 にてゴールド・クリエイター・アワードを受賞。
2020 年、YouTube グローバルキャンペーン“Artist on the Rise” に日本人女性アーティストとして
初選出され、ボートレースCM ソング「第六感」がストリーミング再生1 億回を突破する大ヒット
を記録。
現在、YouTube 登録者数は176万人を突破。総再生回数は12億回を超え、国内外から人気を集めている。

■Official Site
http://reol.jp

■X
Reol：https://twitter.com/rrreol
Reol Official：https://twitter.com/rrreol_official

■Instagram
Reol：https://www.instagram.com/rrreol999/
Reol Official： https://www.instagram.com/rrreol_official/

■TikTok
https://www.tiktok.com/@rrreol999

#Reol ＃DEADCENTER #LiSA #美辞学",https://i.ytimg.com/vi/YibWxud5fRs/default.jpg,https://www.youtube.com/watch?v=YibWxud5fRs
J3ZQeFBj8vM,Reol 4th Full Album “美辞学”1.21 ReleaseM.01 ‘うつくしじごく’,2026-01-21 03:00:20+00:00,2026-03-05T01:55:19.935961,22108,691,3,PT14S,14,False,True,False,none,,https://i.ytimg.com/vi/J3ZQeFBj8vM/default.jpg,https://www.youtube.com/watch?v=J3ZQeFBj8vM
UuttQZEdYaI,"Reol - ""美辞学"" 全曲視聴ダイジェスト",2026-01-20 11:11:35+00:00,2026-03-05T01:55:19.935971,17384,1273,17,PT2M41S,161,False,False,False,none,,https://i.ytimg.com/vi/UuttQZEdYaI/default.jpg,https://www.youtube.com/watch?v=UuttQZEdYaI
